property1,property2,property3,property4,property6,property7,index,url
"Khirbat ’Iqbala, (?) Infirmary Chapel",,,,31.79681857,35.12647629,870,http://mappinggothic.org/building/1641
"Iskandaruna, (?) Castle Chapel",,,,,,871,http://mappinggothic.org/building/1642
"Jabal Harun, Monastery Church of St Aaron",,,,30.31870943,35.39478302,872,http://mappinggothic.org/building/1643
"Jabal Ouruntul, Priory of Quarantena - Chapel of St Mary",,,,31.87731958,35.43392181,873,http://mappinggothic.org/building/1644
"Jabal Ouruntul, Priory of Quarantena - Chapel of the Holy Cross",,,,31.87411256,35.43872833,874,http://mappinggothic.org/building/1645
"Jabal Ouruntul, Priory of Quarantena - Chapel of Our Lord’s Fast and First Temptaion",,,,31.86973915,35.43426514,875,http://mappinggothic.org/building/1646
"Jabal Ouruntul, Priory of Quarantena - Chapel of Our Lord’s Third Temptation",,,,31.87323789,35.43151855,876,http://mappinggothic.org/building/1647
"Jacob’s Well, Church of the Savior",,,,32.55236478,35.32766342,877,http://mappinggothic.org/building/1648
"Jaffa, Parish Church of St Peter",,,,,,878,http://mappinggothic.org/building/1649
"Jaffa, Parish Church of St Nicolas",,,,,,879,http://mappinggothic.org/building/1650
"Jaffa, Castle Chapel of the Holy Cross",,,,,,880,http://mappinggothic.org/building/1651
"Jaffa, Castle Chapel of St Lawrence",,,,,,881,http://mappinggothic.org/building/1652
"Jaffa, Church of St Mary Latin",,,,,,882,http://mappinggothic.org/building/1653
"Jaffa, Church (of the Abbey of St Mary of Jehoshaphat)",,,,32.05240887,34.75155681,883,http://mappinggothic.org/building/1654
"Jaffa, Church (of the Franciscans)",,,,,,884,http://mappinggothic.org/building/1655
"Jaffa, Chapel (of the Hospitallers)",,,,,,885,http://mappinggothic.org/building/1656
"Jaffa, Church of the House of Simon the Tanner)",,,,,,886,http://mappinggothic.org/building/1657
"Jaffa, Church (of the Pisans)",,,,,,887,http://mappinggothic.org/building/1658
"Jaffa, Church (of the See of Bethlehem)",,,,,,888,http://mappinggothic.org/building/1659
"Jaffa, Hospital (of the Abbey of St Theodosius)",,,,,,889,http://mappinggothic.org/building/1660
"Janin, Church",,,,32.46000296,35.29298782,890,http://mappinggothic.org/building/1661
"Jazar, Tall al-, Priory Church of St Catherine",,,,31.85756542,34.9022007,891,http://mappinggothic.org/building/1662
"Jericho, Church of the House of Zacchaeus",,,,31.85282671,35.45726776,892,http://mappinggothic.org/building/1663
"Jezreel, Church",,,,32.55583736,35.32766342,893,http://mappinggothic.org/building/1664
"Jifna, Parish Church (? of St George)",,,,31.96168263,35.21865845,894,http://mappinggothic.org/building/1665
"Juniya, Parish Church",,,,,,895,http://mappinggothic.org/building/1666
"Kafr Jinnis, Abbey Church of St Habakkuk",Abbey Church of St Habakkuk,,,31.99590116,34.89953995,896,http://mappinggothic.org/building/1667
"Khirbat Kafr Rut, (?) Parish Church",,,,31.9029718,35.04013062,897,http://mappinggothic.org/building/1668
"Karak, Latin Cathedral",,,,31.18378187,35.70858002,898,http://mappinggothic.org/building/1669
"Karak, Castle Chapel",,,,31.1843693,35.70514679,899,http://mappinggothic.org/building/1670
"Karak, Greek Church (? of St George)",,,,32.89434352,35.43838501,900,http://mappinggothic.org/building/1671
"Karak, Church of St George",,,,31.1870127,35.70102692,901,http://mappinggothic.org/building/1672
"Karak, Armenian Church of St George",,,,31.18818752,35.70720673,902,http://mappinggothic.org/building/1673
"al-Khidr, Church of St George",,,,31.70872674,35.16415596,903,http://mappinggothic.org/building/1674
"Long Melford, Holy Trinity",,,,52.08774153,0.721085261,904,http://mappinggothic.org/building/1675
"Lajjun, Priory/Parish Church",,,,32.57355986,35.17527103,905,http://mappinggothic.org/building/1676
"Latrun, Castle Chapel",,,,31.83015042,34.97356892,906,http://mappinggothic.org/building/1677
"Lydda, Cathedral Church of St George",,,,31.95467354,34.896788,907,http://mappinggothic.org/building/1678
"Lydda, Church of St Mary (?) (Unlocated)",,,,,,908,http://mappinggothic.org/building/1771
"Magdala, Church of St Mary Magdalene",,,,32.82722117,35.51619053,909,http://mappinggothic.org/building/1772
"Marjama, Kh. al-, Church",,,,31.99291665,35.33869267,910,http://mappinggothic.org/building/1773
"Mazra’a ash-Sharqiya, Parish Church",,,,32.00572753,35.27603626,911,http://mappinggothic.org/building/1774
"Mi’iliya, Parish Church of St Mary Magdalene",,,,33.02490955,35.2562952,912,http://mappinggothic.org/building/1775
"Mi’iliya, Leper House",,,,33.02174311,35.26247501,913,http://mappinggothic.org/building/1776
"Mimas, Tall, Church of St Mary","Tall, Church of St Mary",,,32.96732008,35.15089512,914,http://mappinggothic.org/building/1777
"Monastery of the Holy Cross, Abbey Church of the Holy Cross",Abbey Church of the Holy Cross,,,31.77195772,35.20842314,915,http://mappinggothic.org/building/1778
"Montfort Castle, Castle Chapel",,,,33.04592034,35.22367954,916,http://mappinggothic.org/building/1779
"Mount Abarim, Monastery Church (Unlocated)",,,,,,917,http://mappinggothic.org/building/1780
"Mount Joy, Church of the Order of St Mary of Mount Joy of Jerusalem",,,,31.818482,35.23123264,918,http://mappinggothic.org/building/1781
"Mount of Precipitation, Chapel (of St Mary?)",,,,32.67678702,35.29234409,919,http://mappinggothic.org/building/1782
"Mount Sinai, Abbey Church of St Mary, or St Catherine",,,,28.55570676,33.97570133,920,http://mappinggothic.org/building/1783
"Mount Sinai, Chapel of St Mary of the Pledge",,,,28.55367122,33.98016453,921,http://mappinggothic.org/building/1784
"Mount Sinai, Church of St Elias",,,,28.54763976,33.97879124,922,http://mappinggothic.org/building/1785
"Mount Sinai, Chapel of St Moses",,,,28.55427435,33.97055149,923,http://mappinggothic.org/building/1786
"Mount Sinai, Church of St Mary in the Monastery of the Forty Martyrs (Dair al-Arba’in, Dair al-Lajah)",,,,28.54643343,33.97467136,924,http://mappinggothic.org/building/1787
"Mount Tabor, Abbey Church of the Saviour, or the Transfiguration of the Lord",,,,32.68437255,35.4101038,925,http://mappinggothic.org/building/1788
"Mount Tabor, Latin Monastery Chapel",,,,32.68061599,35.41456699,926,http://mappinggothic.org/building/1789
"Mount Tabor, Greek church of St Elias",,,,32.68090496,35.40495396,927,http://mappinggothic.org/building/1790
"Mount Tabor, Cave Church of St Melchizedek",,,,32.67772622,35.41044712,928,http://mappinggothic.org/building/1791
"Nabi Samwil, Abbey Church of St Samuel",,,,31.83286677,35.18039942,929,http://mappinggothic.org/building/1792
"Nablus, Parish Church (of the Templum Domini)",Parish Church (of the Templum Domini),,,32.23441967,35.25801182,930,http://mappinggothic.org/building/1793
"Nablus, Church (now the Great Mosque)",Church (now the Great Mosque),,,32.21829609,35.26351035,931,http://mappinggothic.org/building/1794
"Nablus, Parish Church of the Lord’s Passion and Resurrection",Parish Church of the Lord’s Passion and Resurrection,,,32.22984563,35.27946949,932,http://mappinggothic.org/building/1795
"Nablus, Church of St John (Armenian)",Church of St John (Armenian),,,32.22621529,35.28161526,933,http://mappinggothic.org/building/1796
"Nablus, Church of St John the Evangelist",Church of St John the Evangelist,,,32.23376625,35.2562952,934,http://mappinggothic.org/building/1797
"Nablus, Jami’ al-Masakin (Church and Hospital of St John the Baptist)",Jami’ al-Masakin (Church and Hospital of St John the Baptist),,,32.21868185,35.26444912,935,http://mappinggothic.org/building/1798
"Nablus, Jami’ an-Nasr (Church)",Jami’ an-Nasr (Church),,,31.90697932,35.2207613,936,http://mappinggothic.org/building/1799
"Nablus, Church (Dair al-Bunduq)",Church (Dair al-Bunduq),,,32.23238679,35.25938511,937,http://mappinggothic.org/building/1800
"Na’im, Church (of St Bartholomew ?)",,,,32.63256139,35.34761906,938,http://mappinggothic.org/building/1801
"Nazareth, Cathedral Church of the Annunciation",,,,32.70452526,35.29440403,939,http://mappinggothic.org/building/1802
"Nazareth, Church of St Gabriel",,,,32.70192517,35.29921055,940,http://mappinggothic.org/building/1803
"Nazareth, Abbey Church of St Zacharias",,,,32.70076955,35.29062748,941,http://mappinggothic.org/building/1804
"Nazareth, Synagogue-Church",,,,32.69759151,35.30092716,942,http://mappinggothic.org/building/1805
"Nazareth, Church (of St Gabriel ? - now St Joseph)",,,,32.69296871,35.29474735,943,http://mappinggothic.org/building/1806
"Old Haifa, Priory Church (of the Canons of the Holy Sepulchre)",,,,32.79952112,35.01596928,944,http://mappinggothic.org/building/1807
"Pain Perdu, Parish Church of St Lawrence (Unlocated)",,,,,,945,http://mappinggothic.org/building/1808
"Palmaria, Abbey Church",,,,,,946,http://mappinggothic.org/building/1809
"al-Qabu, Church",,,,31.72975378,35.11793613,947,http://mappinggothic.org/building/1810
"al-Qadismu, Chapel of St Mary",,,,31.74376915,35.21406651,948,http://mappinggothic.org/building/1811
"Qaimun, Tall, Parish Church",,,,32.66580492,35.10540485,949,http://mappinggothic.org/building/1812
"Qal’at Jiddin, Castle Chapel (?)",,,,32.99554362,35.22024632,950,http://mappinggothic.org/building/1813
"Qana, Kh., Church of the Ruler of the Feast",,,,32.82375914,35.30092716,951,http://mappinggothic.org/building/1814
"Qaqun, Parish Church",,,,32.36297901,34.99176502,952,http://mappinggothic.org/building/1815
"Qasr’Antar, Church of St Habakkuk",,,,31.63070985,35.230546,953,http://mappinggothic.org/building/1816
"al-Qubaiba, Parish Church",,,,31.84298399,35.12960911,954,http://mappinggothic.org/building/1817
"Rafidiya, Church (of St George ?)",,,,32.22454528,35.23312092,955,http://mappinggothic.org/building/1818
"ar-Ram, Parish Church",,,,31.85625319,35.23483753,956,http://mappinggothic.org/building/1819
"Ramain, Church of St Joseph of Arimathea",,,,32.27651898,35.14351368,957,http://mappinggothic.org/building/1820
"Ramla, Parish Church (of St John ?)",,,,31.92507471,34.87504601,958,http://mappinggothic.org/building/1821
"Ramla, Church (of St George)",,,,31.93495419,34.8714304,959,http://mappinggothic.org/building/1822
"Rantis, Abbey church of St Joseph of Arimathea",Abbey church of St Joseph of Arimathea,,,,,960,http://mappinggothic.org/building/1823
"Rujm al-Mughaifir, Monastery Church of St John Chrysostom",,,,31.84123406,35.48117161,961,http://mappinggothic.org/building/1824
"Rumaida, Tall ar-, Church of the Holy Trinity",,,,31.52717077,35.09253025,962,http://mappinggothic.org/building/1825
"Rushmiya, Kh., Chapel of St Denys",,,,32.78393605,34.99399662,963,http://mappinggothic.org/building/1826
"Safad, Castle Chapel (of St George ?)",,,,32.96595187,35.4976511,964,http://mappinggothic.org/building/1827
"Safad, Cave Church of Tobias (Unlocated)",,,,32.96652796,35.48597813,965,http://mappinggothic.org/building/1828
"Saffuriya, Parish Church (of St Anne ?)",,,,32.75401759,35.27699232,966,http://mappinggothic.org/building/1829
"as-Safiriya, Chapel",,,,,,967,http://mappinggothic.org/building/1830
"Saidnaiya, Monastery Church of Our Lady of Sardenay",,,,,,968,http://mappinggothic.org/building/1831
"St Chariton, Abbey Church of St Chariton,",,,,31.65146231,35.23672581,969,http://mappinggothic.org/building/1832
"St Chariton, another church adjacent to the Abbey Church",,,,31.64795518,35.24324894,970,http://mappinggothic.org/building/1833
"St Chariton, Mortuary Chapel",,,,31.64561702,35.23844242,971,http://mappinggothic.org/building/1834
"St Elias, Abbey Church of St Elias",Abbey Church of St Elias,,,31.73238182,35.21475315,972,http://mappinggothic.org/building/1835
"St Elias of Carmel, Abbey Church of St Elias of Carmel",,,,,,973,http://mappinggothic.org/building/1836
"St Euthymius, Monastery Church",Monastery Church,,,31.79543252,35.33972263,974,http://mappinggothic.org/building/1837
"St Euthymius, Cemetery Chapel",Cemetery Chapel,,,31.79280627,35.3452158,975,http://mappinggothic.org/building/1838
"St George de Chaman, Church (?) of St George",,,,,,976,http://mappinggothic.org/building/1839
"St Gerasimus, Monastery Church",Monastery Church,,,31.83044212,35.51516056,977,http://mappinggothic.org/building/1840
"St Job, Tomb (and Church ?) of St Job",,,,,,978,http://mappinggothic.org/building/1841
"St John the Baptist, Monastery Church of St John the Baptist",,,,31.84356729,35.54125309,979,http://mappinggothic.org/building/1842
"St John the Evangelist, Priory Church of St John the Evangelist (Unlocated)",,,,,,980,http://mappinggothic.org/building/1843
"St Margaret of Carmel, Abbey Church of St Margaret",,,,,,981,http://mappinggothic.org/building/1844
"St Margaret’s Castle, Castle Chapel",,,,,,982,http://mappinggothic.org/building/1845
"St Mary of Carmel, Priory Church of St Mary of Carmel",,,,32.8029841,34.970994,983,http://mappinggothic.org/building/1846
"St Mary of the Marshes, Pilgrimage Chapel",Pilgrimage Chapel,,,,,984,http://mappinggothic.org/building/1847
"St Mary of the Three Shades, Abbey Church",Abbey Church,,,,,985,http://mappinggothic.org/building/1848
"St Sabas, Abbey Churches of the Annunciation of the Virgin Mary",Abbey Churches of the Annunciation of the Virgin Mary,,,31.70901881,35.33628941,986,http://mappinggothic.org/building/1849
"St Sabas, Church of the Holy Mother of God, or St Nicolas","Church of the Holy Mother of God, or St Nicolas",,,31.70580594,35.34040928,987,http://mappinggothic.org/building/1850
"St Sabas, Hermitage Chapel of St Sophia",Hermitage Chapel of St Sophia,,,31.70259295,35.33491611,988,http://mappinggothic.org/building/1851
"St Sabas, Hermitage Chapel attributed to St Arcadius",Hermitage Chapel attributed to St Arcadius,,,31.69762721,35.33972263,989,http://mappinggothic.org/building/1852
"St Theoctistus, Monastery Church",Monastery Church,,,31.77879831,35.39705753,990,http://mappinggothic.org/building/1853
"St Theodosius, Monastery Church of St Mary",Monastery Church of St Mary,,,31.72332935,35.28547764,991,http://mappinggothic.org/building/1854
"as-Salt, Church of St George",,,,,,992,http://mappinggothic.org/building/1855
"Sandahanna, Kh., Church of St Anne",,,,31.59854901,34.89580631,993,http://mappinggothic.org/building/1856
"Sarepta, Chapel of St Elias",,,,33.45541488,35.28822422,994,http://mappinggothic.org/building/1857
"Sebaste, Monastery Church of St John the Baptist",,,,,,995,http://mappinggothic.org/building/1859
"Shafa ’Amr, Church of St James and St John the Evangelist (Unlocated)",,,,32.80817832,35.16840458,996,http://mappinggothic.org/building/1860
"Shafa ’Amr, Church (of St Phocas)",,,,32.80586981,35.17252445,997,http://mappinggothic.org/building/1861
"Shaubak, Church (of St Mary ?)",,,,30.52424572,35.55979252,998,http://mappinggothic.org/building/1862
"Shaubak, Chapel",,,,30.53607472,35.58039188,999,http://mappinggothic.org/building/1863
"Shaumariya, Kh. ash-, Parish Church",,,,32.5287043,34.91039753,1000,http://mappinggothic.org/building/1864
"Shepherds’ Field, Church of the Shepherds",,,,31.70288505,35.22711277,1001,http://mappinggothic.org/building/1865
"Shilta, (?) Parish Church",,,,31.91790801,35.01253605,1002,http://mappinggothic.org/building/1866
"Shir ar-Rahib, Cave Hermitage",,,,33.84409565,35.64459324,1003,http://mappinggothic.org/building/1867
"Shu’fat, Chapel",,,,31.80943795,35.22058964,1004,http://mappinggothic.org/building/1868
"Sidon, Cathedral Church",,,,33.54473788,35.36581516,1005,http://mappinggothic.org/building/1869
"Sidon, Orthodox Cathedral",,,,33.54416559,35.37199497,1006,http://mappinggothic.org/building/1870
"Sidon, Church of the Saviour (Unlocated)",,,,33.53500844,35.37130833,1007,http://mappinggothic.org/building/1871
"Sidon, Church (former Mosque)",,,,33.53386373,35.36169529,1008,http://mappinggothic.org/building/1872
"Sidon, House of the Order of St John",,,,33.53958714,35.35757542,1009,http://mappinggothic.org/building/1873
"Sidon, House of the Templars",,,,33.53958714,35.37886143,1010,http://mappinggothic.org/building/1874
"Sidon, Chapel in the Sea Castle",,,,33.52470549,35.36650181,1011,http://mappinggothic.org/building/1875
"Sidon, House of the Franciscans",,,,33.5304295,35.3754282,1012,http://mappinggothic.org/building/1876
"Sidon, House ofthe Teutonic Order",,,,33.5573273,35.37680149,1013,http://mappinggothic.org/building/1877
"Sidon, Church (now the Great Mosque)",,,,33.5304295,35.3678751,1014,http://mappinggothic.org/building/1878
"Sinjil, Church (of St Giles)",,,,32.0348365,35.26539326,1015,http://mappinggothic.org/building/1879
"Suba, Castle Chapel",,,,31.78667805,35.12068272,1016,http://mappinggothic.org/building/1880
"as-Sumairiya, Chapel of St George",,,,32.97113655,35.09115696,1017,http://mappinggothic.org/building/1881
"at-Tabgha, Church of St Peter, or the Holy Apostles",,,,32.87596382,35.55086613,1018,http://mappinggothic.org/building/1882
"at-Taiyiba, Church (of St Elias?)",,,,31.9528154,35.30258596,1019,http://mappinggothic.org/building/1883
"Tal’at ad-Damm, Chapel and Road-Station",,,,31.818482,35.36547184,1020,http://mappinggothic.org/building/1884
"Tall Yunis, Church of St Jonas",Church of St Jonas,,,,,1021,http://mappinggothic.org/building/1885
"Tarafain, Kh., Parish Church",,,,31.99379017,35.21337986,1022,http://mappinggothic.org/building/1886
"Tekoa, Church of St Amos",,,,31.63743299,35.21131992,1023,http://mappinggothic.org/building/1887
"Tiberias, Cathedral Church of St Peter",Cathedral Church of St Peter,,,32.79172893,35.53953648,1024,http://mappinggothic.org/building/1888
"Tiberias, Church of St Andrew",Church of St Andrew,,,32.78624512,35.5429697,1025,http://mappinggothic.org/building/1889
"Tiberias, Church of St George",Church of St George,,,32.78739963,35.53644657,1026,http://mappinggothic.org/building/1890
"Tiberias, Church of St James and St John",Church of St James and St John,,,32.78509059,35.5398798,1027,http://mappinggothic.org/building/1891
"Tiberias, Hospital of St Julian (later St John?)",Hospital of St Julian (later St John?),,,32.78133827,35.54399967,1028,http://mappinggothic.org/building/1892
"Tiberias, Church and Hospital of St Lazarus",Church and Hospital of St Lazarus,,,32.78307013,35.53713322,1029,http://mappinggothic.org/building/1893
"Tiberias, Church of St Mary",Church of St Mary,,,32.78047233,35.54056644,1030,http://mappinggothic.org/building/1894
"Tiberias, Church (of St Mary Magdalene, or Mary of Bethany ?)","Church (of St Mary Magdalene, or Mary of Bethany ?)",,,32.78393605,35.53369999,1031,http://mappinggothic.org/building/1895
"Tiberias, Church of St Michael",Church of St Michael,,,32.78970862,35.5323267,1032,http://mappinggothic.org/building/1896
"Tiberias, Church of St Nicolas (now St Peter)",Church of St Nicolas (now St Peter),,,32.79490361,35.53575993,1033,http://mappinggothic.org/building/1897
"Tiberias, Church (ofthe Twelve Apostles)",Church (ofthe Twelve Apostles),,,32.78913138,35.54434299,1034,http://mappinggothic.org/building/1898
"Tiberias, Church of the Tree (or St Mark ?)",Church of the Tree (or St Mark ?),,,32.78768826,35.52992344,1035,http://mappinggothic.org/building/1899
"Tiberias, Castle Chapel",Castle Chapel,,,32.77845176,35.53575993,1036,http://mappinggothic.org/building/1900
"Tiberias, Church (excavated in 1981)",Church (excavated in 1981),,,32.77960638,35.54262638,1037,http://mappinggothic.org/building/1901
"Tibnin, Church of St Mary",,,,33.19659034,35.40701389,1038,http://mappinggothic.org/building/1902
"Tibnin, Hospital (of St John ?)",,,,33.19371738,35.41250706,1039,http://mappinggothic.org/building/1903
"Tin’ama, Kh. at-, Parish Church",,,,,,1040,http://mappinggothic.org/building/1904
"at-Tira, Larger Abbey Church",,,,32.76719348,34.97271061,1041,http://mappinggothic.org/building/1905
"at-Tira, Smaller Abbey Church",,,,32.76401781,34.97683048,1042,http://mappinggothic.org/building/1906
"Tirun an-Niha, Rock-Cut Castle Chapel",,,,33.5756359,35.6123209,1043,http://mappinggothic.org/building/1907
"’Ulam, Church",,,,32.66146951,35.50005436,1044,http://mappinggothic.org/building/1908
"Umm Tuta, Kh., Church of St Hilarion",,,,31.44812304,34.36777592,1045,http://mappinggothic.org/building/1909
"Wadi Musa, Castle Chapel",,,,30.35108214,35.4856348,1046,http://mappinggothic.org/building/1910
"Wadi Musa, Parish Church of St Moses (UnIocated)",,,,,,1047,http://mappinggothic.org/building/1911
"Yazur, Church (of St Mary?)",,,,,,1048,http://mappinggothic.org/building/1912
"Yibna, Church",,,,31.86747948,34.74337101,1049,http://mappinggothic.org/building/1913
"Zaita, Kh., Church (of St George ?)",,,,32.3487681,35.23964405,1050,http://mappinggothic.org/building/1914
"az-Zib, Parish Church",,,,33.04937369,35.10317326,1051,http://mappinggothic.org/building/1915
"Jerusalem, Church of the Ascension",,,,31.77888386,35.24513304,1052,http://mappinggothic.org/building/1916
"Jerusalem, Chapel Royal",,,,31.77609524,35.22811711,1053,http://mappinggothic.org/building/1917
"Jerusalem, Chapel of the ’Condemnation’",,,,31.78041152,35.23385569,1054,http://mappinggothic.org/building/1918
"Jerusalem, Church of the Copts (or Jacobites) (Unlocated)",,,,,,1055,http://mappinggothic.org/building/1919
"Jerusalem, House of the Dominicans (Unlocated)",,,,,,1056,http://mappinggothic.org/building/1920
"Jerusalem, Chapel of the Flagellation’ in the House of the House of Pilate",,,,31.78045598,35.23431344,1057,http://mappinggothic.org/building/1921
"Jerusalem, House of the Franciscans",,,,31.77999427,35.23184001,1058,http://mappinggothic.org/building/1922
"Jerusalem, Convent of Georgian Nuns (Unlocated)",,,,,,1059,http://mappinggothic.org/building/1923
"Jerusalem, Cave Church in Gethsemane",,,,31.78000795,35.23997784,1060,http://mappinggothic.org/building/1924
"Jerusalem, Golden Gate (Bab ar-Rahma, Babat-Tauba)",,,,31.77892112,35.23725543,1061,http://mappinggothic.org/building/1925
"Jerusalem, Church in Harat al-Maghariba",,,,31.77609524,35.2334547,1062,http://mappinggothic.org/building/1926
"Jerusalem, Church in Harat al-Maidan",,,,31.77494602,35.23266882,1063,http://mappinggothic.org/building/1927
"Jerusalem, Church of the Holy Archangels (Dair az-Zaitun)",,,,31.77345704,35.22964597,1064,http://mappinggothic.org/building/1928
"Jerusalem, House church in the Juiverie quarter",,,,,,1065,http://mappinggothic.org/building/1929
"Jerusalem, Church of the Lord’s Prayer {Pater Noster)",,,,31.77812458,35.24456441,1066,http://mappinggothic.org/building/1930
"Jerusalem, Church on Mount Gahlee",,,,31.78218768,35.24477363,1067,http://mappinggothic.org/building/1931
"Jerusalem, The Latin Patriarch’s Chapel (in the Khanqa as-Salahiya)",,,,31.77845292,35.22946358,1068,http://mappinggothic.org/building/1932
"Jerusalem, Chapel the Repose (or St Saviour)",,,,31.78006951,35.23429558,1069,http://mappinggothic.org/building/1933
"Jerusalem, Church of St Abraham (Uniocated)",,,,,,1070,http://mappinggothic.org/building/1934
"Jerusalem, Church of St Agnes (now Masjid al-Maulawiya)",,,,31.78180464,35.23204923,1071,http://mappinggothic.org/building/1935
"Jerusalem, Church of St Anastasia (unlocated)",,,,,,1072,http://mappinggothic.org/building/1936
"Jerusalem, Abbey Church of St Anne",,,,31.78135889,35.23657186,1073,http://mappinggothic.org/building/1937
"Jerusalem, Nunnery Church of St Anne (Dair as-Saidnaiya, Mikra Panagia)",,,,31.77915519,35.22950113,1074,http://mappinggothic.org/building/1938
"Jerusalem, Church of St Bartholomew (Unlocated)",,,,,,1075,http://mappinggothic.org/building/1939
"Jerusalem, Monastery Church of St Basil",,,,31.77899558,35.22713542,1076,http://mappinggothic.org/building/1940
"Jerusalem, Monastery Church of St Catherine",,,,31.7793376,35.22902369,1077,http://mappinggothic.org/building/1941
"Jerusalem, Monastery Church of St Chariton",,,,31.77904575,35.23061156,1078,http://mappinggothic.org/building/1942
"Jerusalem, Church of St Cosmas",,,,,,1079,http://mappinggothic.org/building/1943
"Jerusalem, Monastery Church of St Demetrius the Great (Mar Mitri)",,,,31.77756367,35.22824585,1080,http://mappinggothic.org/building/1944
"Jerusalem, Monastery Church of St Elias (Dair al-’Adas)",,,,31.7810545,35.23444578,1081,http://mappinggothic.org/building/1945
"Jerusalem, Monastery Church of St Euthymius",,,,31.77957017,35.22925436,1082,http://mappinggothic.org/building/1946
"Jerusalem, Monastery Church of St George",,,,31.77905031,35.22784352,1083,http://mappinggothic.org/building/1947
"Jerusalem, Monastery Church of St George in the Market",,,,31.77734933,35.22844434,1084,http://mappinggothic.org/building/1948
"Jerusalem, Chapel of St Giles",,,,31.77731969,35.23383021,1085,http://mappinggothic.org/building/1949
"Jerusalem, Armenian Cathedral Church of St James the Great",,,,31.77457435,35.22916585,1086,http://mappinggothic.org/building/1950
"Jerusalem,Chapel of St James the Less (Qubbat as-Silsila)",,,,31.7780778,35.23585409,1087,http://mappinggothic.org/building/1951
"Jerusalem, Tomb Chapel of St James the Less",,,,31.77673597,35.23926437,1088,http://mappinggothic.org/building/1952
"Jerusalem, Church of St James the Persian (or the Cut-up) (Zâwiya Shaykh Ya ’qfib al-’Ajamï)",,,,31.77615909,35.22950649,1089,http://mappinggothic.org/building/1953
"Jerusalem, Old Churches of St John the Baptist associated with the Hospital of St John",,,,31.77701643,35.22980154,1090,http://mappinggothic.org/building/1954
"Jerusalem, New Churches of St John the Baptist associated with the Hospital of St John",,,,31.7778236,35.22970498,1091,http://mappinggothic.org/building/1955
"Jerusalem, Church of St John the Evangelist",,,,31.77898418,35.23322672,1092,http://mappinggothic.org/building/1956
"Jerusalem, Abbey Church of St John the Evangelist (or Theologian)",,,,31.77883598,35.22743583,1093,http://mappinggothic.org/building/1957
"Jerusalem, Serbian Orthodox Monastic Church of St John the Evangehst (on Mount Sion)",,,,31.77196803,35.22883594,1094,http://mappinggothic.org/building/1958
"Jerusalem, Church of St Julian",,,,31.77778484,35.23281902,1095,http://mappinggothic.org/building/1959
"Jerusalem, Church and Hospital of St Lazarus",,,,31.78024622,35.22661507,1096,http://mappinggothic.org/building/1960
"Jerusalem, Chapel of St Longinus",,,,,,1097,http://mappinggothic.org/building/1961
"Jerusalem, Cemetery Chapel of St Mamilla",,,,31.77826595,35.22084832,1098,http://mappinggothic.org/building/1962
"Jerusalem, Church of St Martin",,,,31.77521509,35.2314055,1099,http://mappinggothic.org/building/1963
"Jerusalem, Burial Chapel of St Mary in Akeldama",,,,31.76785431,35.23190975,1100,http://mappinggothic.org/building/1964
"Jerusalem, Church and Hospital of St Mary of the Germans",,,,31.7755252,35.2331154,1101,http://mappinggothic.org/building/1965
"Jerusalem, Abbey Church of St Mary Latin",,,,31.77788745,35.23070276,1102,http://mappinggothic.org/building/1966
"Jerusalem, Abbey Church of St Mary the Great",,,,31.77764575,35.23009121,1103,http://mappinggothic.org/building/1967
"Jerusalem, Abbey Church of St Mary of Mount Sion",,,,31.77184489,35.22913098,1104,http://mappinggothic.org/building/1968
"Jerusalem, St Mary of the Valley of Jehoshaphat",,,,31.78045484,35.23979545,1105,http://mappinggothic.org/building/1969
"Jerusalem, Chapel (of St Mary?) at St Stephen’s Gate",,,,31.78165187,35.23013949,1106,http://mappinggothic.org/building/1970
"Jerusalem, Chapel of St Mary, containing the Cradle and Bath of Christ (Masjid Mahd Isa, Mihrab Maryam)",,,,31.77615681,35.23764431,1107,http://mappinggothic.org/building/1971
"Jerusalem, Nunnery Church of St Mary Hodegetria",,,,31.77803337,35.22898078,1108,http://mappinggothic.org/building/1972
"Jerusalem, Abbey Church of St Mary of the Mount of Olives",,,,31.78082421,35.24565339,1109,http://mappinggothic.org/building/1973
"Jerusalem, Church of St Mary of the Spasm",,,,31.77997147,35.23258567,1110,http://mappinggothic.org/building/1974
"Jerusalem, Church of St Mary (House of Mary, the Mother of John Mark, now St Mark, Dair as-Surian)",,,,31.77591967,35.23050159,1111,http://mappinggothic.org/building/1975
"Jerusalem, Jacobite Cathedral Church of St Mary Magdalene and Simon the Pharisee",,,,31.782231,35.23475692,1112,http://mappinggothic.org/building/1976
"Jerusalem, Monastery Church of St Michael the Archangel",,,,31.78394785,35.22313356,1113,http://mappinggothic.org/building/1977
"Jerusalem, Hospital of St Moses (Unlocated)",,,,,,1114,http://mappinggothic.org/building/1978
"Jerusalem, Monastery Church of St Nicolas",,,,31.77864445,35.22802055,1115,http://mappinggothic.org/building/1979
"Jerusalem, Cave Church of St Onuphrius",,,,31.76812795,35.23365319,1116,http://mappinggothic.org/building/1980
"Jerusalem, Church or Chapel of St Pastor",,,,,,1117,http://mappinggothic.org/building/1981
"Jerusalem, Church of St Paul (Unlocated)",,,,,,1118,http://mappinggothic.org/building/1982
